home_team,away_team,tournament,city,country,neutral,result
Japan,India,AFC Asian Cup qualification,Yokohama,Japan,FALSE,2
Pakistan,China PR,Friendly,Lahore,Pakistan,FALSE,0
Zambia,Algeria,FIFA World Cup qualification,Lusaka,Zambia,FALSE,1
Czechoslovakia,Greece,Friendly,Prague,Czechoslovakia,FALSE,2
England,Scotland,British Home Championship,Sheffield,England,FALSE,1
Saudi Arabia,Bahrain,Friendly,Riyadh,Saudi Arabia,FALSE,2
Czechoslovakia,Bulgaria,Friendly,Prague,Czechoslovakia,FALSE,1
Serbia,Malta,FIFA World Cup qualification,Belgrade,Yugoslavia,TRUE,2
Estonia,Iceland,Friendly,Tallinn,Estonia,FALSE,2
Brazil,Ecuador,Friendly,Cuiabá,Brazil,FALSE,2
Chile,Bolivia,FIFA World Cup qualification,Santiago,Chile,FALSE,2
Albania,Czechoslovakia,Friendly,Tirana,Albania,FALSE,2
Senegal,Algeria,Friendly,Dakar,Senegal,FALSE,1
Oman,Finland,Friendly,Muscat,Oman,FALSE,1
Malaysia,Singapore,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,1
Qatar,Bahrain,AFC Asian Cup qualification,Doha,Qatar,FALSE,0
Republic of Ireland,New Zealand,Friendly,Dublin,Republic of Ireland,FALSE,2
El Salvador,United States,CONCACAF Championship,Tegucigalpa,Honduras,TRUE,1
Gabon,São Tomé and Príncipe,UNIFFAC Cup,Libreville,Gabon,FALSE,2
Myanmar,Laos,AFC Asian Cup qualification,Seoul,South Korea,TRUE,2
Turkey,Croatia,Friendly,Istanbul,Turkey,FALSE,0
England,Portugal,Friendly,London,England,FALSE,2
India,Afghanistan,FIFA World Cup qualification,Doha,Qatar,TRUE,0
Qatar,Kuwait,Gulf Cup,Doha,Qatar,FALSE,1
Sweden,Denmark,Friendly,Gothenburg,Sweden,FALSE,1
Iceland,Belgium,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,1
Brazil,Ecuador,FIFA World Cup qualification,Porto Alegre,Brazil,FALSE,2
Cyprus,Bulgaria,Friendly,Morphou,Cyprus,FALSE,1
Curaçao,Suriname,ABCS Tournament,Willemstad,Curaçao,FALSE,0
Egypt,Tanzania,Friendly,Alexandria,Egypt,FALSE,2
Oman,Syria,Friendly,Muscat,Oman,FALSE,1
Armenia,Moldova,Friendly,Yerevan,Armenia,FALSE,0
South Sudan,Mauritania,FIFA World Cup qualification,Juba,South Sudan,FALSE,0
Cambodia,Malaysia,King's Cup,Bangkok,Thailand,TRUE,0
Canada,China PR,Friendly,Victoria,Canada,FALSE,2
Norway,Netherlands,Friendly,Oslo,Norway,FALSE,0
Bulgaria,Albania,Friendly,Sofia,Bulgaria,FALSE,2
Tajikistan,Japan,FIFA World Cup qualification,Dushanbe,Tajikistan,FALSE,1
Romania,Andorra,FIFA World Cup qualification,Bucharest,Romania,FALSE,2
Iceland,Liechtenstein,UEFA Euro qualification,Reykjavík,Iceland,FALSE,0
Switzerland,Brazil,Friendly,Zürich,Switzerland,FALSE,0
Singapore,Malaysia,Friendly,Kallang,Singapore,FALSE,0
Guadeloupe,Saint Lucia,Friendly,Les Abymes,Guadeloupe,FALSE,2
Norway,Germany,Friendly,Oslo,Norway,FALSE,1
Bermuda,Ynys Môn,Island Games,Rhodes,Greece,TRUE,1
Malaysia,Western Australia,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2
Ecuador,England,Friendly,Quito,Ecuador,FALSE,1
Egypt,Tanzania,Friendly,Tunis,Tunisia,TRUE,2
Portugal,Switzerland,FIFA World Cup qualification,Lisbon,Portugal,FALSE,2
Ukraine,Armenia,FIFA World Cup qualification,Lviv,Ukraine,FALSE,2
Iraq,Indonesia,FIFA World Cup qualification,Basra,Iraq,FALSE,2
Finland,Belgium,Friendly,Turku,Finland,FALSE,2
Trinidad and Tobago,Cuba,CFU Caribbean Cup,Port of Spain,Trinidad and Tobago,FALSE,2
Slovakia,Costa Rica,Friendly,Bratislava,Slovakia,FALSE,2
Russia,Serbia,Friendly,Dubai,United Arab Emirates,TRUE,0
Trinidad and Tobago,Honduras,Gold Cup qualification,Rivière-Pilote,Martinique,TRUE,1
Greenland,Western Isles,Island Games,Shanklin,England,TRUE,2
Maldives,Bangladesh,Friendly,Malé,Maldives,FALSE,0
Germany,Cameroon,Confederations Cup,Sochi,Russia,TRUE,2
Luxembourg,Uruguay,Friendly,Esch-sur-Alzette,Luxembourg,FALSE,1
Japan,China PR,AFC Asian Cup,Al Ain,United Arab Emirates,TRUE,2
Panama,Cuba,Friendly,Panama City,Panama,FALSE,2
Qatar,Afghanistan,AFC Asian Cup qualification,Baghdad,Iraq,TRUE,0
Costa Rica,Curaçao,CONCACAF Championship,San Salvador,El Salvador,TRUE,2
Switzerland,Wales,UEFA Euro qualification,Zürich,Switzerland,FALSE,2
Kuwait,Oman,WAFF Championship,Kuwait City,Kuwait,FALSE,1
Faroe Islands,Canada,Friendly,Tórshavn,Faroe Islands,FALSE,2
Spain,Austria,Friendly,Málaga,Spain,FALSE,1
Belgium,Armenia,UEFA Euro qualification,Brussels,Belgium,FALSE,2
Italy,Yugoslavia,UEFA Euro,Rome,Italy,FALSE,0
Tanzania,Burkina Faso,Friendly,Arusha,Tanzania,FALSE,2
Congo,Angola,Friendly,Brazzaville,Congo,FALSE,1
Jamaica,South Africa,Gold Cup,Los Angeles,United States,TRUE,0
Kenya,Tanzania,Friendly,Nairobi,Kenya,FALSE,2
Malta,Austria,FIFA World Cup qualification,Gżira,Malta,FALSE,1
Tanzania,Kenya,Friendly,Dar es Salaam,Tanzania,FALSE,1
Haiti,Jamaica,Friendly,Port-au-Prince,Haiti,FALSE,2
Morocco,Brazil,Friendly,Tangier,Morocco,FALSE,2
Bulgaria,Poland,Balkan Cup,Sofia,Bulgaria,FALSE,0
Uruguay,Argentina,Copa América,Viña del Mar,Chile,TRUE,0
Costa Rica,Guatemala,Friendly,San José,Costa Rica,FALSE,2
Tunisia,Namibia,FIFA World Cup qualification,Tunis,Tunisia,FALSE,2
Thailand,Vietnam,King's Cup,Bangkok,Thailand,FALSE,2
Syria,Australia,AFC Asian Cup,Doha,Qatar,TRUE,1
North Korea,Afghanistan,AFC Challenge Cup qualification,Kathmandu,Nepal,TRUE,2
Czech Republic,Ghana,FIFA World Cup,Cologne,Germany,TRUE,1
Bahrain,North Macedonia,Prime Minister's Cup,Riffa,Bahrain,FALSE,0
Cameroon,Gabon,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,0
Iceland,Albania,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,2
Wales,Austria,Friendly,Wrexham,Wales,FALSE,1
Chile,Brazil,Copa América,Viña del Mar,Chile,FALSE,1
Austria,Russia,UEFA Euro qualification,Vienna,Austria,FALSE,2
Egypt,United Arab Emirates,Friendly,Geneva,Switzerland,TRUE,0
Andorra,Latvia,UEFA Nations League,Andorra la Vella,Andorra,FALSE,0
Dominica,Saint Vincent and the Grenadines,Windward Islands Tournament,Roseau,Dominica,FALSE,2
Iceland,Norway,Friendly,Reykjavík,Iceland,FALSE,1
Hong Kong,Mongolia,EAFF Championship,So Kon Po,Hong Kong,FALSE,2
Guatemala,Honduras,FIFA World Cup qualification,Guatemala,Guatemala,FALSE,2
Switzerland,France,Friendly,Basel,Switzerland,FALSE,1
Costa Rica,Panama,FIFA World Cup qualification,San José,Costa Rica,FALSE,2
Kenya,Eritrea,CECAFA Cup,Mwanza,Tanzania,TRUE,2
France,Sweden,FIFA World Cup qualification,Paris,France,FALSE,2
Qatar,Iraq,Friendly,Doha,Qatar,FALSE,0
South Korea,New Zealand,Korea Cup,Seoul,South Korea,FALSE,2
Japan,Bolivia,Kirin Challenge Cup,Kobe,Japan,FALSE,2
Antigua and Barbuda,Anguilla,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,FALSE,2
Ivory Coast,Sierra Leone,African Cup of Nations,Douala,Cameroon,TRUE,0
Egypt,Norway,Friendly,Cairo,Egypt,FALSE,1
Bosnia and Herzegovina,Uzbekistan,Merdeka Tournament,Shah Alam,Malaysia,TRUE,1
Denmark,Scotland,Friendly,Copenhagen,Denmark,FALSE,2
Pakistan,India,Friendly,Quetta,Pakistan,FALSE,0
Haiti,Guadeloupe,Friendly,Port-au-Prince,Haiti,FALSE,2
England,Scotland,Rous Cup,London,England,FALSE,2
Honduras,Uruguay,Copa América,Medellín,Colombia,TRUE,2
Singapore,Myanmar,Southeast Asian Games,Jakarta,Indonesia,TRUE,0
Rwanda,Uganda,African Cup of Nations qualification,Kigali,Rwanda,FALSE,0
Japan,Angola,Friendly,Tokyo,Japan,FALSE,2
Israel,France,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE,1
Russia,Germany,UEFA Euro,Norrköping,Sweden,TRUE,0
Alderney,Ynys Môn,Island Games,Shanklin,England,TRUE,1
Jersey,Alderney,Muratti Vase,Jersey,Jersey,FALSE,2
Guinea,Gambia,African Cup of Nations qualification,Conakry,Guinea,FALSE,2
Cameroon,Ivory Coast,African Cup of Nations,Khartoum,Sudan,TRUE,2
Republic of Ireland,Slovakia,UEFA Euro qualification,Dublin,Republic of Ireland,FALSE,2
New Caledonia,Solomon Islands,Pacific Games,Nouméa,New Caledonia,FALSE,2
Chile,Lithuania,Friendly,Santiago,Chile,FALSE,2
Iraq,Syria,WAFF Championship,Amman,Jordan,TRUE,0
Burkina Faso,Congo,African Cup of Nations qualification,Ouagadougou,Burkina Faso,FALSE,2
Japan,Mexico,Friendly,Graz,Austria,TRUE,1
Cambodia,Saudi Arabia,Friendly,Abu Dhabi,United Arab Emirates,TRUE,1
Kyrgyzstan,Palestine,Friendly,Bishkek,Kyrgyzstan,FALSE,0
Brazil,England,FIFA World Cup,Gothenburg,Sweden,TRUE,0
DR Congo,Burkina Faso,Friendly,Kinshasa,DR Congo,FALSE,1
Oman,Gabon,Friendly,Muscat,Oman,FALSE,2
Tonga,Cook Islands,FIFA World Cup qualification,Honiara,Solomon Islands,TRUE,2
Germany,Kuwait,Friendly,Freiburg,Germany,FALSE,2
Iceland,Hungary,FIFA World Cup qualification,Reykjavík,Iceland,FALSE,2
Indonesia,Zimbabwe,Dunhill Cup,Kuala Lumpur,Malaysia,TRUE,0
Pakistan,Maldives,SAFF Cup,Dhaka,Bangladesh,TRUE,1
Honduras,United States,FIFA World Cup qualification,San Pedro Sula,Honduras,FALSE,1
Barbados,Saint Kitts and Nevis,CFU Caribbean Cup qualification,St. John's,Antigua and Barbuda,TRUE,0
Andorra,Azerbaijan,Friendly,Viljandi,Estonia,TRUE,0
Slovakia,Iceland,Friendly,Žilina,Slovakia,FALSE,2
Iran,Iraq,Friendly,Amman,Jordan,TRUE,2
United States,Ecuador,Friendly,Hempstead,United States,FALSE,0
United Arab Emirates,Kuwait,Gulf Cup,Manama,Bahrain,TRUE,1
Madagascar,Ivory Coast,African Cup of Nations qualification,Antananarivo,Madagascar,FALSE,1
Tanzania,Nigeria,FIFA World Cup qualification,Dar es Salaam,Tanzania,FALSE,1
Belgium,France,FIFA World Cup qualification,Brussels,Belgium,FALSE,0
Gotland,Falkland Islands,Island Games,Jomala,Sweden,TRUE,2
Brazil,Paraguay,Copa América,Montevideo,Uruguay,TRUE,0
Uruguay,Colombia,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,0
Bermuda,Barbados,Gold Cup qualification,Fort Lauderdale,United States,TRUE,2
South Korea,Iraq,AFC Asian Cup,Bangkok,Thailand,TRUE,0
Hungary,Italy,Friendly,Budapest,Hungary,FALSE,1
Colombia,Chile,Friendly,Alicante,Spain,TRUE,0
Kuwait,Bahrain,Friendly,Kuwait City,Kuwait,FALSE,1
Jamaica,Cuba,FIFA World Cup qualification,Kingston,Jamaica,FALSE,2
Spain,Switzerland,FIFA World Cup,Sheffield,England,TRUE,2
Turkey,Bosnia and Herzegovina,UEFA Euro qualification,Istanbul,Turkey,FALSE,2
Slovenia,North Macedonia,UEFA Euro qualification,Ljubljana,Slovenia,FALSE,0
Indonesia,Malaysia,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE,1
Occitania,Sápmi,Viva World Cup,Costebelle,France,FALSE,1
Bahrain,Azerbaijan,Friendly,Arad,Bahrain,FALSE,1
Scotland,Sweden,FIFA World Cup qualification,Glasgow,Scotland,FALSE,2
Gabon,Ivory Coast,Friendly,Libreville,Gabon,FALSE,1
Kenya,Malawi,CECAFA Cup,Kampala,Uganda,TRUE,2
Malta,Gibraltar,Friendly,Ta' Qali,Malta,FALSE,2
Tajikistan,Turkmenistan,AFC Challenge Cup,Colombo,Sri Lanka,TRUE,1
Algeria,Tanzania,FIFA World Cup qualification,Blida,Algeria,FALSE,2
Togo,Tunisia,African Cup of Nations qualification,Lomé,Togo,FALSE,0
Guinea-Bissau,Sierra Leone,Amílcar Cabral Cup,Conakry,Guinea,TRUE,0
Saudi Arabia,United States,Friendly,Murcia,Spain,TRUE,0
Belarus,Canada,Friendly,Antalya,Turkey,TRUE,1
Estonia,Latvia,Friendly,Tallinn,Estonia,FALSE,1
Guadeloupe,Martinique,Friendly,Basse-Terre,Guadeloupe,FALSE,1
Italy,Turkey,Friendly,Pescara,Italy,FALSE,0
Dominica,Martinique,CFU Caribbean Cup qualification,Roseau,Dominica,FALSE,1
San Marino,Albania,FIFA World Cup qualification,Serravalle,San Marino,FALSE,1
Germany,Belgium,Friendly,Cologne,Germany,FALSE,2
Croatia,England,UEFA Nations League,Rijeka,Croatia,FALSE,0
Kuwait,Iceland,Friendly,Kuwait City,Kuwait,FALSE,0
Angola,Mali,Friendly,Bois-Guillaume,France,TRUE,1
Italy,Sweden,UEFA Euro,Eindhoven,Netherlands,TRUE,2
Tanzania,Kenya,CECAFA Cup,Dodoma,Tanzania,FALSE,2
Netherlands,France,Friendly,Rotterdam,Netherlands,FALSE,2
Poland,Finland,Friendly,Warsaw,Poland,FALSE,0
Czech Republic,Malta,FIFA World Cup qualification,Teplice,Czech Republic,FALSE,2
Saudi Arabia,Pakistan,FIFA World Cup qualification,Al-Hasa,Saudi Arabia,FALSE,2
Hungary,Turkey,Friendly,Budapest,Hungary,FALSE,2
Slovenia,Belgium,Friendly,Ljubljana,Slovenia,FALSE,0
Uruguay,Bolivia,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,2
Argentina,Chile,Friendly,Buenos Aires,Argentina,FALSE,2
Australia,Japan,FIFA World Cup qualification,Melbourne,Australia,FALSE,0
Hungary,Russia,FIFA World Cup qualification,Budapest,Hungary,FALSE,2
Tahiti,New Caledonia,Friendly,Pirae,Tahiti,FALSE,2
Haiti,Cuba,FIFA World Cup qualification,Port-au-Prince,Haiti,FALSE,1
Paraguay,Bolivia,Copa Paz del Chaco,Asunción,Paraguay,FALSE,2
Martinique,Guyana,Friendly,Le Lamentin,Martinique,FALSE,0
Spain,Wales,FIFA World Cup qualification,Madrid,Spain,FALSE,0
Botswana,Angola,COSAFA Cup,Gaborone,Botswana,FALSE,0
Malta,Bulgaria,FIFA World Cup qualification,Attard,Malta,FALSE,1
Egypt,Switzerland,Friendly,Cairo,Egypt,FALSE,1
Guatemala,Costa Rica,Friendly,Guatemala,Guatemala,FALSE,1
Bulgaria,North Macedonia,Friendly,Sofia,Bulgaria,FALSE,2
Lesotho,Eswatini,Friendly,Maseru,Lesotho,FALSE,2
Ecuador,Peru,FIFA World Cup qualification,Quito,Ecuador,FALSE,0
Colombia,Paraguay,FIFA World Cup qualification,Bogotá,Colombia,FALSE,1
Cameroon,Madagascar,African Cup of Nations qualification,Yaoundé,Cameroon,FALSE,2
Kenya,Sudan,Friendly,Nairobi,Kenya,FALSE,1
Zambia,Malawi,Friendly,Kitwe,Zambia,FALSE,1
Benin,Togo,African Cup of Nations qualification,Cotonou,Benin,FALSE,0
Sweden,Belarus,FIFA World Cup qualification,Solna,Sweden,FALSE,2
Uganda,Kenya,Friendly,Kampala,Uganda,FALSE,0
Cameroon,Angola,FIFA World Cup qualification,Yaoundé,Cameroon,FALSE,0
Iraq,Kuwait,Gulf Cup,Riffa,Bahrain,TRUE,1
France,Czechoslovakia,Friendly,Colombes,France,FALSE,1
Cyprus,Republic of Ireland,UEFA Euro qualification,Nicosia,Cyprus,FALSE,2
Switzerland,Italy,Friendly,Geneva,Switzerland,FALSE,0
Germany,Italy,Friendly,Duisburg,Germany,FALSE,1
England,South Africa,Friendly,Manchester,England,FALSE,2
Trinidad and Tobago,United States,Friendly,Port of Spain,Trinidad and Tobago,FALSE,0
Bahrain,Hong Kong,FIFA World Cup qualification,Seoul,South Korea,TRUE,2
Iraq,Jordan,AFC Asian Cup,Al Rayyan,Qatar,TRUE,1
Malaysia,Kuwait,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE,2
Brazil,Yugoslavia,Brazil Independence Cup,São Paulo,Brazil,FALSE,2
Jamaica,Panama,Friendly,Kingston,Jamaica,FALSE,2
Mexico,Honduras,Gold Cup,Houston,United States,TRUE,2
DR Congo,Cameroon,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE,1
Grenada,Trinidad and Tobago,CFU Caribbean Cup,Fort-de-France,Martinique,TRUE,2
Portugal,Israel,Friendly,Braga,Portugal,FALSE,2
Israel,Northern Ireland,FIFA World Cup qualification,Ramat-Gan,Israel,FALSE,0
Gambia,Guinea,Friendly,Banjul,Gambia,FALSE,2
Syria,Saudi Arabia,Arab Cup,Aleppo,Syria,FALSE,0
Liberia,Mali,Friendly,Abidjan,Ivory Coast,TRUE,1
Aruba,Suriname,Friendly,Oranjestad,Aruba,FALSE,2
Central African Republic,Congo,UNIFFAC Cup,Libreville,Gabon,TRUE,2
Thailand,Suriname,Friendly,Pathum Thani,Thailand,FALSE,2
Madagascar,Botswana,COSAFA Cup,Moruleng-Saulspoort,South Africa,TRUE,2
Iran,South Korea,FIFA World Cup qualification,Tehran,Iran,FALSE,2
United States,Brazil,FIFA World Cup,Palo Alto,United States,FALSE,1
Hungary,Germany,Friendly,Budapest,Hungary,FALSE,1
Solomon Islands,Tuvalu,Pacific Games,Nouméa,New Caledonia,TRUE,2
Greece,Faroe Islands,UEFA Euro qualification,Heraklion,Greece,FALSE,2
Iceland,Norway,UEFA Euro qualification,Reykjavík,Iceland,FALSE,1
Northern Cyprus,Greenland,FIFI Wild Cup,Hamburg,Germany,TRUE,2
South Africa,Guatemala,Friendly,Polokwane,South Africa,FALSE,2
Greece,Sweden,FIFA World Cup qualification,Athens,Greece,FALSE,2
Ecuador,Peru,FIFA World Cup qualification,Guayaquil,Ecuador,FALSE,2
Oman,Palestine,AFC Asian Cup qualification,Muscat,Oman,FALSE,2
Switzerland,Honduras,FIFA World Cup,Bloemfontein,South Africa,TRUE,0
New Zealand,Australia,Oceania Nations Cup,Auckland,New Zealand,FALSE,2
Scotland,Israel,UEFA Euro qualification,Glasgow,Scotland,FALSE,0
Bangladesh,Kyrgyzstan,Nehru Cup,New Delhi,India,TRUE,1
Japan,Bulgaria,Friendly,Osaka,Japan,FALSE,0
Fiji,Tonga,Pacific Mini Games,Port Vila,Vanuatu,TRUE,2
Bulgaria,Germany,UEFA Euro qualification,Sofia,Bulgaria,FALSE,0
Scotland,Wales,British Home Championship,Edinburgh,Scotland,FALSE,1
Uruguay,Paraguay,FIFA World Cup qualification,Montevideo,Uruguay,FALSE,0
Turkey,Italy,UEFA Euro qualification,Istanbul,Turkey,FALSE,1
Ethiopia,Somalia,CECAFA Cup,Arusha,Tanzania,TRUE,1
Namibia,Botswana,Friendly,Windhoek,Namibia,FALSE,1
Azerbaijan,Austria,FIFA World Cup qualification,Baku,Azerbaijan,FALSE,0
Germany,Croatia,Friendly,Vienna,Germany,FALSE,2
Peru,Paraguay,Copa América,Cali,Colombia,TRUE,0
Ecuador,Peru,FIFA World Cup qualification,Quito,Ecuador,FALSE,1
Austria,Netherlands,Friendly,Vienna,Austria,FALSE,2
Chile,Northern Ireland,Friendly,Chillán,Chile,FALSE,2
Eswatini,Zambia,FIFA World Cup qualification,Lobamba,Swaziland,FALSE,0
Niger,Namibia,African Cup of Nations qualification,Niamey,Niger,FALSE,2
Bolivia,Paraguay,Copa Paz del Chaco,Buenos Aires,Argentina,TRUE,0
Indonesia,Australia,AFC Asian Cup qualification,Jakarta,Indonesia,FALSE,0
Czechoslovakia,Turkey,Friendly,Prague,Czechoslovakia,FALSE,0
Tanzania,Uganda,Friendly,Dar es Salaam,Tanganyika,FALSE,1
Zimbabwe,Zambia,Friendly,Harare,Zimbabwe,FALSE,0
Argentina,Mexico,Friendly,Buenos Aires,Argentina,FALSE,2
Poland,Kazakhstan,UEFA Euro qualification,Warsaw,Poland,FALSE,2
United Arab Emirates,Germany,Friendly,Abu Dhabi,United Arab Emirates,FALSE,1
Cuba,Barbados,CFU Caribbean Cup qualification,Havana,Cuba,FALSE,0
Kuwait,Palestine,Friendly,Kuwait City,Kuwait,FALSE,1
Syria,Palestine,Friendly,Aleppo,Syria,FALSE,2
Greece,Spain,FIFA World Cup qualification,Athens,Greece,FALSE,1
Zimbabwe,South Africa,Friendly,Harare,Zimbabwe,FALSE,2
Switzerland,Poland,Friendly,Zürich,Switzerland,FALSE,0
Kenya,Rwanda,Friendly,Nairobi,Kenya,FALSE,1
Uganda,Cameroon,African Cup of Nations qualification,Kampala,Uganda,FALSE,2
Switzerland,Finland,Friendly,St. Gallen,Switzerland,FALSE,2
Iran,Syria,FIFA World Cup qualification,Tehran,Iran,FALSE,0
Syria,Saudi Arabia,Arab Cup,Kuwait City,Kuwait,TRUE,1
Morocco,Canada,Friendly,Marrakech,Morocco,FALSE,2
Malaysia,Turkmenistan,AFC Asian Cup qualification,Kuala Lumpur,Malaysia,FALSE,2
Zambia,Mozambique,African Cup of Nations qualification,Ndola,Zambia,FALSE,0
Palestine,China PR,AFC Asian Cup qualification,Amman,Jordan,TRUE,1
Mexico,Colombia,Friendly,Mexico City,Mexico,FALSE,2
China PR,Syria,FIFA World Cup qualification,Suzhou,China PR,FALSE,2
Martinique,Guadeloupe,CFU Caribbean Cup qualification,Fort-de-France,Martinique,FALSE,2
Slovenia,Slovakia,FIFA World Cup qualification,Maribor,Slovenia,FALSE,2
Finland,Spain,FIFA World Cup qualification,Helsinki,Finland,FALSE,2
Paraguay,Uruguay,Copa América,Santiago,Chile,TRUE,1
Saudi Arabia,Bahrain,AFC Asian Cup,Doha,Qatar,TRUE,0
Ecuador,Japan,Copa América,Belo Horizonte,Brazil,TRUE,0
Croatia,Switzerland,Friendly,Zagreb,Croatia,FALSE,2
England,Ukraine,UEFA Euro qualification,London,England,FALSE,2
Netherlands,Russia,UEFA Euro,Basel,Switzerland,TRUE,1
India,Pakistan,SAFF Cup,Dhaka,Bangladesh,TRUE,2
Libya,Nigeria,Friendly,Tripoli,Libya,FALSE,1
United Arab Emirates,Estonia,United Arab Emirates Friendship Tournament,Abu Dhabi,United Arab Emirates,FALSE,0
Laos,Cambodia,FIFA World Cup qualification,Vientiane,Laos,FALSE,2
Thailand,North Korea,King's Cup,Bangkok,Thailand,FALSE,0
Republic of Ireland,Australia,Friendly,Dublin,Republic of Ireland,FALSE,2
Egypt,Syria,Palestine Cup,Baghdad,Iraq,TRUE,2
Grenada,Saint Martin,Gold Cup qualification,St. George's,Grenada,FALSE,2
Jamaica,Haiti,Friendly,Kingston,Jamaica,FALSE,1
Saint Lucia,Grenada,Friendly,Castries,Saint Lucia,FALSE,2
New Zealand,Fiji,FIFA World Cup qualification,Doha,Qatar,TRUE,2
Spain,Northern Ireland,UEFA Euro qualification,Las Palmas,Spain,FALSE,2
Honduras,Costa Rica,Gold Cup,Harrison,United States,TRUE,1
Jordan,Indonesia,Friendly,Amman,Jordan,FALSE,2
Denmark,Bulgaria,FIFA World Cup qualification,Copenhagen,Denmark,FALSE,0
Israel,Uruguay,Friendly,Ramat-Gan,Israel,FALSE,1
Uruguay,Venezuela,Copa América,Montevideo,Uruguay,FALSE,2
Czechoslovakia,Austria,Friendly,Prague,Czechoslovakia,FALSE,0
Austria,Italy,Friendly,Vienna,Austria,FALSE,2
Malta,Kazakhstan,Friendly,Attard,Malta,FALSE,0
India,Sri Lanka,SAFF Cup,Thiruvananthapuram,India,FALSE,2
China PR,United Arab Emirates,AFC Asian Cup,Hiroshima,Japan,TRUE,0
Paraguay,Bolivia,FIFA World Cup qualification,Asunción,Paraguay,FALSE,0
Chile,Uruguay,FIFA World Cup qualification,Santiago,Chile,FALSE,2
Egypt,Jordan,Arab Cup,Aleppo,Syria,TRUE,0
Finland,German DR,Friendly,Helsinki,Finland,FALSE,2
Armenia,Lithuania,Friendly,Yerevan,Armenia,FALSE,2
German DR,Czechoslovakia,Friendly,Berlin,German DR,FALSE,0
South Korea,India,FIFA World Cup qualification,Seoul,South Korea,FALSE,2
Sweden,Belgium,Friendly,Stockholm,Sweden,FALSE,2
Pakistan,Kenya,Mauritius Four Nations Cup,Saint Pierre,Mauritius,TRUE,1
Qatar,Hong Kong,AFC Asian Cup qualification,Doha,Qatar,FALSE,2
Saudi Arabia,Iraq,Asian Games,New Delhi,India,TRUE,1
Belgium,Turkey,UEFA Euro,Brussels,Belgium,FALSE,1
Wales,Norway,Friendly,Wrexham,Wales,FALSE,0
Thailand,Singapore,AFF Championship,Bangkok,Thailand,FALSE,2
Vanuatu,New Caledonia,Oceania Nations Cup,Port Vila,Vanuatu,FALSE,0
Republic of Ireland,Chile,Friendly,Dublin,Republic of Ireland,FALSE,2
Kenya,Rwanda,CECAFA Cup,Kakamega,Kenya,FALSE,2
Uganda,Cape Verde,African Cup of Nations qualification,Kira,Uganda,FALSE,2
Laos,Afghanistan,AFC Challenge Cup qualification,Vientiane,Laos,FALSE,0
Martinique,Trinidad and Tobago,Friendly,Fort-de-France,Martinique,FALSE,0
Iraq,Uzbekistan,Friendly,Paju,South Korea,TRUE,1
Haiti,Jamaica,Friendly,Port-au-Prince,Haiti,FALSE,2
England,Germany,UEFA Euro,Charleroi,Belgium,TRUE,2
DR Congo,Congo,FIFA World Cup qualification,Kinshasa,DR Congo,FALSE,2
Zimbabwe,Zambia,Friendly,Harare,Zimbabwe,FALSE,0
Uzbekistan,Azerbaijan,Friendly,Dubai,United Arab Emirates,TRUE,0
Denmark,Netherlands,Friendly,Copenhagen,Denmark,FALSE,1
Jamaica,United States,Friendly,Kingston,Jamaica,FALSE,1
Laos,Philippines,Southeast Asian Games,Chiang Mai,Thailand,TRUE,2
Portugal,Spain,Friendly,Lisbon,Portugal,FALSE,1
Kenya,Zanzibar,Friendly,Nairobi,Kenya,FALSE,2
Guatemala,Chile,Friendly,Guatemala,Guatemala,FALSE,0
Nigeria,South Africa,African Cup of Nations qualification,Uyo,Nigeria,FALSE,0
Belgium,Poland,FIFA World Cup qualification,Brussels,Belgium,FALSE,2
Albania,Armenia,Friendly,Tirana,Albania,FALSE,2
Hungary,Italy,FIFA World Cup,Colombes,France,TRUE,1
